g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Raoultibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Coprobacillus	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.035	0.00365166309438755	0.000476303881876637	0.000119075970469159	0.00595379852345797	0.0055568786218941	0.00246090338969596	0.0410415178217036	0.000436611891720251	0.000476303881876637	0.000595379852345797	0.000119075970469159	0	3.96919901563864e-05	0.000119075970469159	0	0.00198459950781932	0.0216321346352306	0.000476303881876637	0.000238151940938319	0.000873223783440502	0.000238151940938319	0.00111137572437882	0.0100420735095658	0	0	0.271135984758276	0.0132571247122331	0.000436611891720251	0.00158767960625546	0.00658887036596015	0.00400889100579503	3.96919901563864e-05	0	0.000357227911407478	0.00111137572437882	0	0	0.000357227911407478	3.96919901563864e-05	0	0.00198459950781932	0.00841470191315393	0	0.000238151940938319	0.00158767960625546	0.000635071842502183	0.00138921965547353	0.000317535921251092	0	0.00194490751766294	0.00452488687782805	0.0029372072715726	0.00631102643486544	0.000992299753909661	0.00436611891720251	0.000119075970469159	0.00154798761609907	0.000754147812971342	0.0298483765976026	0	0.0112328332142574	3.96919901563864e-05	0.00297689926172898	0.0481860760498531	0.00345320314360562	0.046836548384536	0	0.0113122171945701	0.000119075970469159	0.000357227911407478	0.00623164245455267	0.00158767960625546	0	0.00861316186393586	0.00515995872033024	7.93839803127729e-05	3.96919901563864e-05	3.96919901563864e-05	0	0.029888068587759	0.001746447566881	0.000674763832658569	0.0138525045645789	3.96919901563864e-05	0	7.93839803127729e-05	0	0.00984361355878384	0	0.00750178613955704	3.96919901563864e-05	7.93839803127729e-05	0	7.93839803127729e-05	0.0808525839485592	0.0100420735095658	0.000396919901563864	0.00154798761609907	0.0319520520758911	0.00325474319282369	0.00313566722235453	0.010478685401286	0.00194490751766294	0	0.000277843931094705	0.00460427085814083	3.96919901563864e-05	3.96919901563864e-05	0.0429467333492101	0	0.00627133444470906	0.012939588790982	0.000873223783440502	0	0.00436611891720251	0	0.000912915773596888	3.96919901563864e-05	0.000198459950781932	0	0	3.96919901563864e-05	0.000674763832658569	0	0.0135349686433278	0.000198459950781932	0.00337381916329285	0	0.000119075970469159	0.0813288878304358	0.000476303881876637	0	0	0.0014686036357863
CS.038	0	0.0158402621836499	0.000121381319414942	0.0123202039206166	0	0.00534077805425745	0.0286459913819263	0.008375311039631	0.00221520907932269	0	3.03453298537355e-05	0	0	0.00394489288098562	0	0	0.0199975723736117	0	0	0	0	0.00106208654488074	0.000121381319414942	0	0	0.376828306123688	0.000151726649268678	0	0.00130484918371063	0.0018814104509316	0	0	0.000303453298537355	0	0.00172968380166292	0.000212417308976149	0.000455179947806033	0.0120167506220793	0	0	0.00467318079747527	0.008375311039631	0	0	0.000667597256782181	0	0.000394489288098562	6.0690659707471e-05	0	0.000303453298537355	0.00330764095405717	0.0535291618619894	0.00394489288098562	0.000121381319414942	0.000667597256782181	0	0.00585664866177095	0	0.0566850761667779	0	0.0201189536930266	0	0.00473387145718274	0.0241548825635735	0	0.00191175578078534	0.000515870607513504	0.00980154154275657	0	9.10359895612065e-05	0.00449110881835286	0.000212417308976149	0	0.0136250531043272	0.00528008739454998	0.000485525277659768	3.03453298537355e-05	0	3.03453298537355e-05	0.034077805425745	0.000788978576197123	0.000364143958244826	0.000788978576197123	0.000212417308976149	0	0.00112277720458821	0	0.00579595800206348	3.03453298537355e-05	0.00940705225465801	3.03453298537355e-05	0	0.000728287916489652	0	0.0615403289433756	0.0183892698913637	3.03453298537355e-05	3.03453298537355e-05	0.0353826546094556	0.00060690659707471	0.00118346786429568	0.0156885355343813	6.0690659707471e-05	9.10359895612065e-05	3.03453298537355e-05	0.00968016022334163	0	0.00142623050312557	0.0563512775383868	6.0690659707471e-05	0	0	0	0.00634217393943072	0	0.000849669235904594	0	0	0	0	0	0	0.00309522364508102	0	0.0116526066638344	3.03453298537355e-05	0.000212417308976149	0	3.03453298537355e-05	0.000121381319414942	0.0013655398434181	0.00373247557200947	0.000303453298537355	0
CS.263	0.00105694702453398	0.00224200883992057	0.000480430465697265	0.284671065274486	0.00185766446736276	0.000448401767984114	0.0508936006661969	0.0175837550445199	0.0102491832682083	0	0.00650182563576965	6.4057395426302e-05	9.6086093139453e-05	0.00217795144449427	0.0016334635833707	0	0.0172634680673884	0	0.00198577925821536	0.0127474216898341	6.4057395426302e-05	0.000352315674844661	0.0420857087950804	3.2028697713151e-05	0.000864774838255077	0.0686374991992826	0.00214592274678112	0.000384344372557812	0.00214592274678112	0.00246620972391263	0.000128114790852604	0	0.000128114790852604	9.6086093139453e-05	0.001697520978797	3.2028697713151e-05	0	0.00121709051309974	0	0	0.00166549228108385	0.0161424636474281	0	9.6086093139453e-05	0.00032028697713151	6.4057395426302e-05	0.000608545256549869	6.4057395426302e-05	0	0.000352315674844661	0.00294664018960989	0.00172954967651015	0.000768688745115624	0.000448401767984114	0.00032028697713151	0	0.00137723400166549	0.00118506181538659	0.0494843379668183	9.6086093139453e-05	0.00749471526487733	0.000800717442828775	0.00425981679584908	0.0787905963743514	3.2028697713151e-05	0.00525270642495676	0.000288258279418359	0.00787905963743514	0.000128114790852604	9.6086093139453e-05	0.0100249823842163	0.000576516558836718	0.000192172186278906	0.00285055409647044	0.00032028697713151	0	0.000480430465697265	0.000192172186278906	0.00032028697713151	0.00832746140541926	0.000448401767984114	0.0017615783742233	0.00397155851643072	3.2028697713151e-05	0	0.000128114790852604	0	0.00195375056050221	0	0.00586125168150663	0.0177118698353725	0	0.000128114790852604	0	0.115655627442188	0.02927422970982	0.000192172186278906	0.000512459163410416	0.0275126513355967	0.00172954967651015	0.00317084107360195	0.000224200883992057	0.0141246556914996	0	0	0.000448401767984114	0	3.2028697713151e-05	0.000192172186278906	0	0	0	0.000128114790852604	0.00432387419127538	0.0049003907501121	3.2028697713151e-05	0	3.2028697713151e-05	0.000288258279418359	3.2028697713151e-05	0	0.00147332009480495	0.0103452693613478	0	0.00172954967651015	0.000160143488565755	0.00403561591185702	0	3.2028697713151e-05	0	0.000864774838255077	6.4057395426302e-05	0.000160143488565755	0.000384344372557812
CS.354	0	0.000166126754713847	0.00049838026414154	0.00207658443392308	0.00024919013207077	0	0.0163634853393139	0.00872165462247695	0.000830633773569233	0	0.00315640833956309	0	0	0.00315640833956309	0	0.00282415483013539	0.0437743998670986	0	0.00024919013207077	0.00207658443392308	0	0.000166126754713847	0.00265802807542155	0.000830633773569233	0	0.261483511919595	0.0388736606030401	0	0.00099676052828308	0.00149514079242462	0	0	0	0	0.00323947171692001	0	0	0.0201844006977324	0	0	0.00656200681119694	0.00789102084890772	0.000332253509427693	0	0.000664507018855387	0.00024919013207077	0	0	0	0.000166126754713847	0.00182739430185231	0.0177755627543816	0.00440235899991694	0.000166126754713847	0.000332253509427693	0	0	8.30633773569233e-05	0.0380430268294709	8.30633773569233e-05	0.0307334496220616	8.30633773569233e-05	0.0039039787357754	0.0681950328100341	0	0.0088877813771908	0	0.0240883794335078	0	0	0.00448542237727386	0.000830633773569233	0	0.0255835202259324	0.00107982390564	0.00049838026414154	0	0.00124595066035385	0	0.0372954564332586	0.000664507018855387	0.000166126754713847	0.000830633773569233	0	0.000166126754713847	0.00564830966027079	0	0.0338898579616247	0.00024919013207077	0.00191045767920924	8.30633773569233e-05	0	0	0	0.103829221696154	0.00398704211313232	0	0	0.0271617243957139	0.00099676052828308	0.000664507018855387	0.0210980978486585	0.00415316886784617	0	0.00024919013207077	0.00913697150926157	0	8.30633773569233e-05	0.029238308829637	0.0039039787357754	0.000166126754713847	8.30633773569233e-05	0	0.0100506686601877	0.00024919013207077	0.00049838026414154	8.30633773569233e-05	0	0	0	0	0	0.00166126754713847	0.00024919013207077	0.0345543649804801	0	0.00024919013207077	0	8.30633773569233e-05	0	0.00074757039621231	0.000581443641498463	0	0
CS.219	0.00714698238521513	0.00375397054576956	0.000397054576956396	0.0107204735778227	0	0.00140773895466359	0.0767398209644817	0.00483684666474155	0.00173260179035518	0	0.00166041004909038	0	0.000180479353161998	3.60958706323997e-05	0.000397054576956396	0.00259890268553278	0.146440947155645	0	0.00151602656656079	0.00285157377995957	0.000433150447588796	0.000144383482529599	0.00815766676292232	0.00425931273462316	0.00115506786023679	0.00537828472422755	0.000974588507074791	0.00137164308403119	0.00873520069304072	0.00335691596881317	0	0	7.21917412647993e-05	0.000685821542015593	0.00425931273462316	0	0	0.0517253826162287	0	0	0.000794109153912792	0.0283352584464337	0.000108287611897199	7.21917412647993e-05	0.00220184810857638	0.000830205024545192	0.000938492636442391	0.000252671094426798	0	0.019780537106555	0.000577533930118394	0.0613629800750794	0.00252671094426798	0.00115506786023679	0.00458417557031476	0.00288766965059197	0.000433150447588796	0.0116950620848975	0.0199249205890846	0.00101068437770719	0.0348686110308981	3.60958706323997e-05	0.00303205313312157	0.021946289344499	0	0.0346520358071037	0	0.0105399942246607	0.000108287611897199	0.000469246318221195	0.00530609298296275	0.000649725671383194	0.000108287611897199	0.00256280681490038	0.00332082009818077	0.000144383482529599	7.21917412647993e-05	3.60958706323997e-05	0.000324862835691597	0.00934883049379151	0.000252671094426798	0.00169650591972278	0.0275772451631533	3.60958706323997e-05	0	0.00667773606699394	0	0.0434594282414092	0.00187698527288478	0.0110453364135143	0.00173260179035518	0	0.000108287611897199	0	0.0363124458561941	0.00122725960150159	0.000433150447588796	0.00256280681490038	0.0156656078544615	0.0128501299451343	0.0133193762633555	0.00169650591972278	0.0149797863124459	0.000866300895177592	0.00512561362980075	0.00573924343055154	0	0.00173260179035518	0.00902396765809991	0.00108287611897199	0	0	0	0.000252671094426798	0.000144383482529599	3.60958706323997e-05	0.000144383482529599	0	0	0.00447588795841756	0	0	0.00158821830782558	7.21917412647993e-05	0.00133554721339879	0.000252671094426798	0.00364568293387237	0	7.21917412647993e-05	3.60958706323997e-05	0.0209356049667918	0.000144383482529599	0	0.103956107421311
CS.042	0	0.000110807416709758	0.000517101277978873	0.099098766344094	0	0.000369358055699195	0.062384575607594	3.69358055699195e-05	0	0.00221614833419517	0	0.000369358055699195	3.69358055699195e-05	0.00801506980867253	0	0	0.0451724902120115	0	0	3.69358055699195e-05	0	3.69358055699195e-05	7.3871611139839e-05	0	0	0.216000590972889	0.000110807416709758	0	0.00650070178030583	0.00469084730737977	0	0	0	0	0.00280712122331388	0.000258550638989436	0.000110807416709758	0.0184309669793898	0	3.69358055699195e-05	0.000997266750387826	0.0139617345054296	0.000184679027849597	7.3871611139839e-05	0.00646376597473591	0.000812587722538229	0.00155130383393662	0.000664844500258551	3.69358055699195e-05	0.000147743222279678	0.00192066188963581	0.000295486444559356	0.00343502991800251	0.000369358055699195	0.00166211125064638	0	0	0.00177291866735614	0.0277757257885794	0	0.0175814434512817	0	0.0129275319494718	0.0303981679840437	0	0.00531875600206841	0	0.0120780084213637	3.69358055699195e-05	0.000147743222279678	0.0177661224791313	0.000332422250129275	0	0.00904927236463027	0	0	0.000812587722538229	0	0	0.0332052892073576	0.00103420255595775	0.000406293861269114	0.0174706360345719	7.3871611139839e-05	0	0.00668538080815543	0	0.00073871611139839	0.000184679027849597	0.00432148925168058	0.00177291866735614	0.000110807416709758	0	3.69358055699195e-05	0.0593189037452907	0.00243776316761469	0.000147743222279678	0.000554037083548792	0.095848415453941	0.00513407697421881	0.00472778311294969	0.0195021053409175	0.00675925241929526	0	0.000221614833419517	0.00927088719804979	0.000147743222279678	0.000221614833419517	0.053667725493093	0	0	0	0	3.69358055699195e-05	0	0.000258550638989436	7.3871611139839e-05	0	0	0.000258550638989436	0	0	0	0	0.0103789613651474	0	0.000627908694688631	0	0	0.0260028071212233	0.000406293861269114	0.000775651916968309	0	0
CS.072	0.000611385353924188	0.00031701462796069	0.00276255604365744	0.0216928581133101	0.00253611702368552	0.00106426339386803	0.0517866038675785	0.00842353154295548	0.0017435804537838	6.79317059915765e-05	0.00563833159730085	0	0.000452878039943843	0.00294370725963498	0	0.00165300484579503	0.0389022236311761	0	4.52878039943843e-05	0.00353244871156198	0.00052080974593542	0.00156242923780626	0.00566097549929804	4.52878039943843e-05	2.26439019971922e-05	0.185204474435035	0.0181151215977537	0.000362302431955075	0.00450613649744124	0.00364566822154794	0.000249082921969114	0.000407590235949459	9.05756079887686e-05	9.05756079887686e-05	0.00237760970970518	0.000588741451926996	9.05756079887686e-05	0.00720076083510711	0.000135863411983153	0.000249082921969114	0.0117068973325483	0.0141071509442507	0	0.000294370725963498	0.00165300484579503	0.000249082921969114	0.000815180471898918	0.000135863411983153	0	0.00194737557175853	0.00273991214166025	0.0213079117793578	0.00149449753181468	0.000724604863910149	0.0014492097278203	0.00206059508174449	0.000158507313980345	0.00466464381142158	0.0410986821249038	0.000181151215977537	0.0346678139577012	4.52878039943843e-05	0.00579683891128119	0.0309089262261673	9.05756079887686e-05	0.0183189167157285	2.26439019971922e-05	0.0103935510167112	0	0.000113219509985961	0.00477786332140754	0.000384946333952267	9.05756079887686e-05	0.00996331687876455	0.0105294144286944	0.000181151215977537	0.000543453647932612	2.26439019971922e-05	6.79317059915765e-05	0.0398985553190526	0.000973687785879263	0.00138127802182872	0.0116163217245596	4.52878039943843e-05	0.000181151215977537	0.00615914134323627	6.79317059915765e-05	0.0425478918527241	0.000747248765907341	0.00667995108917169	0.000724604863910149	2.26439019971922e-05	0.000135863411983153	2.26439019971922e-05	0.0750871790226892	0.0124994339024501	0.000566097549929804	0.00348716090756759	0.0400344187310357	0.00387210724151986	0.00190208776776414	0.0102350437027309	0.00708754132512114	0	4.52878039943843e-05	0.012137131470495	4.52878039943843e-05	0.000113219509985961	0.0452198722883927	0.00425705357547213	2.26439019971922e-05	0	6.79317059915765e-05	0.00706489742312395	0.000294370725963498	0.000701960961912957	0.000113219509985961	0.000113219509985961	6.79317059915765e-05	0.000113219509985961	0	0	0.00153978533580907	0.00120012680585118	0.00917078030886282	0.000475521941941035	0.00117748290385399	6.79317059915765e-05	0.0249309360989086	0.00126805851184276	0.00511752185136543	0.00292106335763779	0.000407590235949459	0.000158507313980345
CS.382	0	8.35887433825578e-05	0.000208971858456395	0.0440791306770688	0.00284201727500697	0.000278629144608526	0.032320980774589	0.01078294789635	0	0	0.000404012259682363	0	6.96572861521315e-05	0.00458344942881025	2.78629144608526e-05	1.39314572304263e-05	0.0655614377263862	0	1.39314572304263e-05	0	0.00162998049595988	0.0122039565338534	0.00539147394817498	0	0	0.128601281694065	0.0295625522429646	0	0.0150599052660908	0.00842853162440791	0	0	0	0.000236834772917247	0.00288381164669824	2.78629144608526e-05	0	0.0146280300919476	0	0.000417943716912789	0.0085817776539426	0.0250069657286152	0	4.17943716912789e-05	0.00289774310392867	0	0.00104485929228197	0.0002646976873781	0	0.000989133463360268	0.0021733073279465	0.000236834772917247	0.00426302591251045	0.000682641404290889	0.000933407634438562	1.39314572304263e-05	0.00011145165784341	0.00441627194204514	0.0603371412649763	6.96572861521315e-05	0.0541376427974366	0.000459738088604068	0.0120228475898579	0.0529813318473112	0	0.0328225132348844	6.96572861521315e-05	0.0159097241571468	2.78629144608526e-05	0.000125383115073837	0.0058790749512399	0.00037614934522151	0.000181108943995542	0.00679855112844804	0.000766230147673447	0.000487601003064921	5.57258289217052e-05	1.39314572304263e-05	1.39314572304263e-05	0.010295346893285	0.00176929506826414	0.00197826692672054	0.0206464196154918	0	1.39314572304263e-05	0.00277235998885483	0	0.0103650041794372	0	0.00658957926999164	0.00206185567010309	2.78629144608526e-05	0.000362217887991084	0	0.095945945945946	0.0148091390359432	0.000153246029534689	0.000766230147673447	0.0411535246586793	0.00360824742268041	0.00169963778211201	0.00759264419058233	0.0165923655614377	0	0.000250766230147673	0.0167456115909724	5.57258289217052e-05	0.000696572861521315	0.0346336026748398	0	1.39314572304263e-05	0	0.00011145165784341	0.00906937865700752	1.39314572304263e-05	0.000543326831986626	0	0	1.39314572304263e-05	0	0	0	0.014182223460574	0	0.00483421565895793	9.75202006129841e-05	0.000766230147673447	0	0	0.000654778489830036	0.000222903315686821	0.00121203677904709	0	0
CS.063	3.16646084671163e-05	9.49938254013489e-05	0.00104493207941484	0.0491751369494316	0	0.00221652259269814	0.106804724359583	0	0.00370475919065261	0.00113992590481619	0.00205819955036256	6.33292169342326e-05	0.000284981476204047	0	0	3.16646084671163e-05	0.0826129634907064	0	0.00934105949779931	0	0.00085494442861214	0.000538298343940977	0	0	0	0.00493967892087014	0	0	0.0431588613406795	0.00196320572496121	0	0	0	0	0.00414806370919224	0.000126658433868465	0.00224818720116526	0.00107659668788195	6.33292169342326e-05	0.000158323042335582	0.0668439884740825	0.00332478388904721	0	0.00690288464583135	0.00294480858744182	0.000633292169342326	0.00864443811152275	0.00139324277255312	0	0.00490801431240303	0.00370475919065261	0.0134574585985244	0.00383141762452107	0.000696621386276559	0.0105126500110826	0.000189987650802698	0	0.00487634970393591	0.0297963965675564	0.000126658433868465	6.33292169342326e-05	0	0.00728285994743675	0.0850828029511415	0	0.00772616446597638	0	0.0281815015357335	0.000189987650802698	0.000474969127006745	0.00791615211677908	0.00303980241284317	3.16646084671163e-05	0.0110192837465565	0.000158323042335582	0.000126658433868465	0	0	0	0.00196320572496121	0.0112409360058263	0.0011715905132833	0.0486368386054906	0	0	0.0188404420379342	0	0.131408125138533	0.00978436401633894	0.00196320572496121	0.00645958012729173	0.000506633735473861	0	0.000284981476204047	0.0174471992653811	0.00307146702131028	3.16646084671163e-05	0.00142490738102023	0.0243500839112124	0.0182071498685919	0.00557297109021247	0.00259649789430354	6.33292169342326e-05	6.33292169342326e-05	0.000443304518539628	0.0157056457996897	0.000379975301605396	0.00104493207941484	0.00430638675152782	0.000189987650802698	0	0	0	0.000158323042335582	0	0	0.0108292960957538	0	0	0	0	0	0	0.000284981476204047	0.00918273645546373	0.00288147937050758	0.00139324277255312	0	0	0.00997435166714164	0.00183654729109275	0.000126658433868465	3.16646084671163e-05	0.00180488268262563
CS.377	0.000192323543149161	0.000329697502541418	0.000247273126906064	0.0211281149545292	0	0.00140121438580103	0.0473115916146935	2.74747918784515e-05	0.00469818941121521	0.000686869796961288	0	0.0009066681319889	2.74747918784515e-05	0	0	0.000164848751270709	0.182075445778498	0	0.0098634502843641	2.74747918784515e-05	0.00494546253812127	0.00739071901530346	0	0.000192323543149161	0	0.000329697502541418	2.74747918784515e-05	0.000329697502541418	0.0609665631782839	0.0247822622743633	0.00151111355331483	0	0.00167596230458554	0	2.74747918784515e-05	0	0	0.00925900486303816	0	2.74747918784515e-05	0.0017583866802209	0.0053850592081765	0	0.000796768964475094	0.00211555897464077	0	0.00101656729950271	0.000219798335027612	0.000329697502541418	0.0017583866802209	0.000467071461933676	0.000164848751270709	0.00587960546198863	0.000879193340110449	0.00384647086298321	2.74747918784515e-05	0.000302222710662967	0.000604445421325933	0.0537406929142512	0	0.00373657169546941	0.00054949583756903	0.00642910129955766	0.0773690139297195	0	8.24243756353546e-05	0.000164848751270709	0.0127208286397231	0.000467071461933676	0.000109899167513806	0.0438772426298871	0.000247273126906064	0.000439596670055224	0.00689617276149133	0.00162101272082864	0	0.000329697502541418	0	0	0.00557738275132566	0.000412121878176773	0.00230788251778993	0.0149462867818776	0	0	0.00425859274115999	0	0.00153858834519329	2.74747918784515e-05	0.0346182377668489	0.00818748797977855	0.000274747918784515	0.00101656729950271	0.000247273126906064	0.0814627579196088	0.00936890403055197	0.000879193340110449	0.00145616396955793	0.0988543011786686	0.0121438580102756	0.000934142923867352	0.0251394345687831	0	0.000384647086298321	0.0018133362639778	0	0.000302222710662967	5.4949583756903e-05	0.018435585350441	0.00505536170563508	2.74747918784515e-05	0	0	0.00035717229441987	0	2.74747918784515e-05	0.00343434898480644	0	0	0.000384647086298321	0	0.000164848751270709	0	8.24243756353546e-05	0.0218149847514905	0.000192323543149161	0.00225293293403302	0	5.4949583756903e-05	2.74747918784515e-05	0.000137373959392258	0	2.74747918784515e-05	0.0202214468225403
